T_A1_001_0175|[ana]지금 바쁘다고 했지, 나 지금 짜증나니까 방해하지 말고 썩 꺼져!
T_A1_001_0176|[ana]하하하 너도 히어로라는 타이틀에 목숨을 걸 줄이야, 그렇다면 싸울 상황을 만들어 주지, 어때, 싸울 맘이 좀 생겼나?
T_A1_001_0177|[ana]너가 진정한 히어로라면, 하찮은 동경 때문에 죽음을 선택하는 비현실적인 선택은 하지 마라!
T_A1_001_0178|[ana]네 녀석이구나, 에스 급 히어로 뒤를 따라다녀 랭크를 올린 사기꾼 녀석이, 부끄럽지도 않냐, 앙?
T_A1_001_0179|[ana]이 마을을 구했다고 신나서 산책이나 다니다니, 네놈 눈엔 안 보이느냐, 너란 녀석의 활약 때문에 오히려 파괴된 마을의 모습이!
T_A1_001_0180|[ana]너처럼 실패할 거였으면 처음부터 나대지 않았으면 됐잖아!
T_A1_001_0181|[ana]마음에 들지 않으면 죄다 파괴하는 거냐, 그렇다면 사람 잘못 골랐어, 오늘 너의 상대는 바로 나야!
T_A1_001_0182|[ana]그래, 운석을 파괴한 건 나다, 그렇다고 피해 입은 네놈들의 사정 따위까지 내가 다 들어줘야 하나?
T_A1_001_0183|[ana]원망하고 싶다면 날 마음껏 원망해라, 니들이 할 수 있는 일이라곤 그저 원망하는 일이 다겠지만.
T_A1_001_0184|[ana]크크크 안심해라, 여긴 도덕성도 구원도 없으니까, 그러니 마음껏 날뛰어도 괜찮단 말이다.
T_A1_001_0185|[ana]아앗, 너 뭐야, 왜 이렇게 안 내려오나 했더니 이렇게 귀여운 여자애들이랑 너만 놀고 있었어?
T_A1_001_0186|[ana]날 계속 햇빛 내리쬐는 입구에 세워놓고 자기는 여자애들이랑 놀고 있다니, 이 음흉한 색마!
T_A1_001_0187|[ana]어떡하지 수상한 사람에게 이런 큰돈을 받았다가 나중에 뒤탈이라도 생기면 어떡해.
T_A1_001_0188|[ana]근데 꼭 그런 애들이 남자도 잘 잡아요, 남자들은 특히 그런 타입에 약하거든.
T_A1_001_0189|[ana]시간 가는 줄 모르고 남자애들이랑만 놀고 있으니까 시간표가 바뀐 것도 모르지.
T_A1_001_0190|[ana]망쳐 놓을 거야, 어떤 더러운 수를 쓰더라도 꼭 두 사람 사이를 망쳐 놓고 말겠어!
T_A1_001_0191|[ana]너 대체 왜 이러는 거야, 걔가 뭘 잘못했다고 아까부터 계속 화풀이인 건데?
T_A1_001_0192|[ana]지금 뭐하는 거야, 도망치라고 했잖아, 내가 잡힌 시점에서 이미 이 싸움은 결판이 났단 말야!
T_A1_001_0193|[ana]우리들의 임무는 저 할아범을 보호하는 거다, 그걸 잊은 건 아니겠지?
T_A1_001_0194|[ana]넌 임마 아직까지 힘의 원천도 모르고, 도대체 학교에서 뭘 배운 거야?
T_A1_001_0195|[ana]하아, 진짜 이런 연습이 임무를 수행하는 데 도움이 되긴 되는 걸까, 겁나게 의심부터 드는데.
T_A1_001_0196|[ana]아버지, 제가 아들 앞에선 그 얘기 하지 말라고 몇 번을 말씀드렸잖아요, 왜 또 꺼내신 거예요?
T_A1_001_0197|[ana]그 강아지, 소중한 너의 친구라면서, 그럼 빨리 물속에 뛰어들어 구해 보시지!
T_A1_001_0198|[ana]어이 그 개의 주인이라며, 그럼 빨리 구하러 뛰어들어 보라니까!
T_A1_001_0199|[ana]보기보단 얼간이군, 이제부터 각오해라, 앞으로 넌 내 공격을 막기에도 급급할 테니까!
T_A1_001_0200|[ana]좋아, 지금부터라도 감시망을 더 철저히 해, 개미새끼 한 마리도 빠져나가지 못하게 하란 말야.
T_A1_001_0201|[ana]자넨 좀 진지해질 수 없나, 자네가 가는 데마다 사건이 터지는데 어떻게 그렇게 천하태평이야?
T_A1_001_0202|[ana]꼬마가 이러쿵저러쿵 웬 말이 이렇게 많아, 이런 위험한 현장에서 썩 꺼져!
T_A1_001_0203|[ana]그래, 형수님은 내 작품을 선생님의 작품이라고 속여서, 안목도 없는 어느 멍청한 졸부한테 팔아치웠지.
T_A1_001_0204|[ana]수영도 못하면서 바다에는 왜 들어가, 너 땜에 몇 명이나 고생했는 줄 알아?
T_A1_001_0205|[ana]제가 무능한 탓에 이번 조사에서 거대괴수에 대한 어떠한 정보도 얻지 못하고 빈손으로 돌아왔습니다.
T_A1_001_0206|[ana]바깥세상이 어떻게 생겼는지 모른 채 계속 이 안에만 갇혀 살아야 한다는 것이 싫어.
T_A1_001_0207|[ana]내 눈에는 그저 무서워 벌벌 떨며 하루하루를 살아가는 사람들이 훨씬 더 멍청해 보여!
T_A1_001_0208|[ana]너는 얌전히 거대괴수의 먹이가 되고 싶냐, 농담이지?
T_A1_001_0209|[ana]잘 봐 여기 있는 아무도 너의 의견에 동의하지 않잖아, 다들 속으론 내 말이 맞다고 생각하고 있을걸?
T_A1_001_0210|[ana]이 놈이 자꾸 날 보고 웃잖아, 기분 나쁘게 실실 대는 게, 온 몸에 소름이 다 돋네!
T_A1_001_0211|[ana]짜샤, 내가 그렇게 웃기게 생겼단 말이냐, 계속 그렇게 웃을 거야, 나한테 한번 맞아볼래?
T_A1_001_0212|[ana]이건 또 언제 일어났어, 그렇게 도움이 안 될 바에는 그냥 기절해 있어!
T_A1_001_0213|[ana]부탁이 있는데요, 다른 데서는 저 알고 있다고 얘기하지 말아주셨으면 좋겠네요.
T_A1_001_0214|[ana]불량배랑 친하다는 말 듣고 싶지 않단 말이에요, 아시겠어요?
T_A1_001_0215|[ana]꼭 싸우기 싫어서 안 싸우는 것처럼 들리네, 무서우면 무섭다고 말하지, 꼴에 자존심은 있어 가지고.
T_A1_001_0216|[ana]저기, 죄송해요, 다 말할 테니 다시 물어 봐 주세요, 아까는 정신줄을 놓고 있어서요.
T_A1_001_0217|[ana]범죄를 본 이상 내가 절대로 가만두지 않는다, 모두 물러서, 오늘 여기는 내가 처리한다.
T_A1_001_0218|[ana]왜 좋은 이름 놔 두고 대머리를 붙여야 하는지 모르겠는데, 꼬마야, 왜 미래가 무서워?
T_A1_001_0219|[ana]왜 내 남자친구 가슴에 못질이야, 너 진짜 나한테 혼나 볼래?
T_A1_001_0220|[ana]계속해서 선생님한테 따박따박 말대꾸를 하는 건 지금 나랑 한번 해 보자는 건가?
T_A1_001_0221|[ana]수업 끝나자마자 교무실로 오라고 했을 텐데 이제야 온다는 건, 선생인 나랑 장난하자는 거지?
T_A1_001_0222|[ana]뭐야 너, 여자친구 눈치나 보고, 너 정말 나 없는 동안 많이 변했구나.
T_A1_001_0223|[ana]너랑 헤어져도 하나도 안 쓸쓸해, 아니 오히려 시원하다!
T_A1_001_0224|[ana]뭐라고, 그게 무슨 소리야, 혹시 나 때문에 여자애들 사이에서 왕따가 된 거야?
T_A1_001_0225|[ana]됐으니까 쓸데없는 소리 하지 마, 지금은 비록 너한테 뺏겼어도 다시 찾아오고 말 거야!
T_A1_001_0226|[ana]야, 이 천둥벌거숭이 녀석아, 너 스스로 결계에 들어오면 어떡해, 그럼 양동 공격이 안 되잖아!
T_A1_001_0227|[ana]난 전혀 납득이 안 돼, 이 세계에서 강해지는 것만이 너의 유일한 존재 이유냐?
T_A1_001_0228|[ana]조용히 해, 너희들에게 이 시험에 관해 질문할 권리 따윈 없다, 그냥 내 말에 따르기만 하면 된다!
T_A1_001_0229|[ana]시험 중에 어쭙잖은 커닝 따위를 했다가는 바로 그 자리에서 쫓겨난다는 걸 명심해라, 이상!
T_A1_001_0230|[ana]이 녀석, 너 이 정도밖에 안 되는 놈이었냐, 내 앞에서 추한 꼴 보이는 건 그만둬!
T_A1_001_0231|[ana]기권이라뇨, 여기까지 어떻게 왔는데 무슨 그런 말도 안 되는 소릴!
T_A1_001_0232|[ana]별로 멋지지 않은 녀석이지만 이번엔 조금 멋져 보였는걸, 에이 분하다.
T_A1_001_0233|[ana]우하하, 진짜냐 저거, 삼 년이나 변신술을 배웠다는 놈이 뭐 하나 제대로 하는 게 없네, 칫, 더 이상 볼 필요도 없겠구만!
T_A1_001_0234|[ana]낄낄, 인간인 나에게도 안 먹히는 이 실력으로 거대괴수에게 덤비려고 했다니, 너, 간이 배 밖으로 나왔나 봐?
T_A1_001_0235|[ana]침착해, 지금은 인류 멸망의 위기야, 이럴 때 네 사사로운 감정을 앞세우면 어떻게 해?
T_A1_001_0236|[ana]기다려, 이런 상황에서 단독 행동은 안 돼, 그랬다간 더 큰 화를 불러올 거야.
T_A1_001_0237|[ana]백 년 가까이 공짜로 먹고 자고 하다가 이제야 겨우 밥값 좀 한다고 우쭐대지 마!
T_A1_001_0238|[ana]할 수 있으면 해 봐, 난 이 도시 시장이랑도 친분이 두텁다고, 그러니 알아서 기어!
T_A1_001_0239|[ana]진짜로 몸값이 나가는 건 저 애의 어미였는데 니가 놀라서 죽이는 바람에 일이 틀어졌어.
T_A1_001_0240|[ana]정신 차려, 너만 그런 게 아니야, 모두가 공포와 맞서 싸우고 있어.
T_A1_001_0241|[ana]그 비밀을 우리 집 지하에 꽁꽁 숨겨 놓았다는 거 아냐, 도대체 왜 숨긴 거야?
T_A1_001_0242|[ana]녀석이 괴물이 아니라는 증거를 내놔, 그게 안 된다면 위험요소로 간주되어 제거할 뿐이다!
T_A1_001_0243|[ana]공격 태세에 들어가라, 녀석들의 말에 현혹되면 안 돼, 듣지 마!
T_A1_001_0244|[ana]콧구멍 속으로 뭔가 미끈하고 끈적한 것이 들어왔을 때의 그 더러운 기분, 너도 느껴보고 싶지, 느끼게 해 줄게.
T_A1_001_0245|[ana]새까만 후배가 선배를 때렸다는 건 명백한 하극상이야, 가만히 있을 수 없어!
T_A1_001_0246|[ana]뭐야, 지금까지 아무도 그 애의 친척을 찾아보지 않았다는 거잖아, 어쩐지 아무 연락이 없더라.
T_A1_001_0247|[ana]내가 이 세상에서 제일 싫어하는 건 아기다, 토하고 똥 싸고, 건방진 데다 쓸데없이 돈만 들어간다고!
T_A1_001_0248|[ana]내가 그 녀석을 얼마나 찾아다녔는데, 그 녀석이 있는 곳을 저놈이 알고 있다는데 내가 흥분 안 하게 생겼어?
T_A1_001_0249|[ana]킥킥, 이렇게 사람이 단순할 줄이야, 기다려라, 이놈을 이용해 네 코를 납작하게 만들어 주마!
T_A1_001_0250|[ana]내가 그렇게 호락호락한 인간으로 보였나, 네 말을 어떻게 믿으라고, 당장 앞장 서!
T_A1_001_0251|[ana]만약 잘못된 정보라면 각오해야 할 거야, 네놈 말 믿고 갔다가 다른 놈이라면 무척 실망할 거 같거든.
T_A1_001_0252|[ana]어, 갑자기 밀려드는 이 기분 나쁜 느낌은 뭐지, 불길하고 불쾌한 이 느낌!
T_A1_001_0253|[ana]엄마, 그건 동생들 급식비니까 손대지 말라고 했죠, 애들 급식비로 그런 허접쓰레기를 사 오다니.
T_A1_001_0254|[ana]난, 니아랑 친한 사랑이 너가 너무 부러웠어, 그래서 너가 되고 싶었어, 부러워서 정말 미칠 거 같았어!
T_A1_001_0255|[ana]무,무슨 짓이야, 이런 음흉한 녀석이랑 수영장에 간다니, 너, 너무 경각심이 없는 거 아냐?
T_A1_001_0256|[ana]이 녀석은 사랑이를 무시했던 주범이잖아, 뭐하러 이 녀석이랑 같이 온 거야?
T_A1_001_0257|[ana]난 너한테 축하를 받을 만한 인간이 아냐, 너가 축하해 줄 때마다 나의 속물 근성이 드러나면서 내가 최악으로 느껴져.
T_A1_001_0258|[ana]제발 부탁이니까 그렇게 진심으로 격려하지 말라고, 너의 그런 말을 들을 때마다 내가 쓰레기처럼 느껴져.
T_A1_001_0259|[ana]난 아빠랑 둘이 살아, 근데 요즘에 어떤 여자가 가끔 집에 와 엄마 흉내를 내면서 내 비위를 맞춰, 그런 거 정말 열 받아.
T_A1_001_0260|[ana]아빠는 어수룩하고 세상 물정을 하나도 모르니까 그 여자한테 홀라당 넘어간 거야, 나는 인정 못 해.
T_A1_001_0261|[ana]게다가 그 여자에게는 나와 같은 나이의 아들이 있대, 섬세한 내 마음을 짓밟으려 한다고, 어떻게 그럴 수 있지?
T_A1_001_0262|[ana]역시 그놈이 양의 탈을 쓴 악당이었어, 어쩐지 그놈 주위에서 수상한 냄새가 나더라니
T_A1_001_0263|[ana]그 배의 보물은 내 거야, 얌전히 잘 갖고 있어, 지금 당장 되찾으러 갈 테니까.
T_A1_001_0264|[ana]어쭈, 날 밀쳐놓고 튄 주제에 지금 나한테 불만이라고, 너 진짜 까분다?
T_A1_001_0265|[ana]이 년 만에 만났는데 고작 이분 만에 날 실망시키는 거냐, 이 멍청아!
T_A1_001_0266|[ana]마을의 평화를 깨려는 요놈, 맛 좀 봐라, 어떠냐, 내 불망치의 맛이!
T_A1_001_0267|[ana]네놈은 이제 날뛸 만큼 날뛰었잖아, 목숨만은 살려둘 테니 그만 입다물고 얌전히 있어.
T_A1_001_0268|[ana]크하하 저 녀석 봐라, 우스운 꼴로 뭐라고 떠드는 거야, 낄낄낄!
T_A1_001_0269|[ana]어른이 식사하는데 겁대가리 없이 끼어들려고 하다니, 네놈의 버르장머리를 이번 기회에 고쳐 놓겠다!
T_A1_001_0270|[ana]그런 터무니없는 소리에 우리 목숨을 맡길 수 없어, 우릴 뭘로 보는 거야, 우린 바보가 아니야!
T_A1_001_0271|[ana]어이, 누가 앉아도 된다고 했나, 이런 곳에 주저앉는 녀석이 거대괴수와 싸울 수 있을 거 같나?
T_A1_001_0272|[ana]너희는 누구야, 어디서 왔어, 도대체 왜 우리를 막는 거야, 이유를 가르쳐 줘!
T_A1_001_0273|[ana]여기서 유물을 포기하겠다고 선언하지 않을 거라면 어디로든 꺼져 버려!
T_A1_001_0274|[ana]잠깐, 이번에야말로 모든 문을 봉쇄해야 하는 거 아닌가요, 그렇지 않으면 모두 잡아먹힐 거라고!
T_A1_001_0275|[ana]아, 예 그러세요 참 대단한 거 알려주셔서 고오맙습니다, 예?
T_A1_001_0276|[ana]마법의 카드를 모으는 일은 니가 생각하는 것처럼 그렇게 쪼잔한 일이 아니라고!
T_A1_001_0277|[ana]지금 순순히 잡혀 가겠다는 겁니까, 예전의 그 기백은 다 어디 갔어요?
T_A1_001_0278|[ana]사나이가 주먹 뒀다 뭐합니까, 그 몸에 붙어 있는 주먹은 물주먹이냐고요, 아으 답답해!
T_A1_001_0279|[ana]훗, 그렇게 말하면 나를 이기면 풀어주겠다 내가 이렇게 말할 줄 알았지, 얕은 수나 쓰고 말야.
T_A1_001_0280|[ana]원래부터 잡아넣을 생각 없었다, 왜냐, 넌 이 자리에서 내 손에 뒈질 테니까.
T_A1_001_0281|[ana]으악, 피, 머리에서 피가 나잖아, 도대체 이곳에 책상을 둔 놈이 누구야?
T_A1_001_0282|[ana]뭐야, 지금 네 홈그라운드의 이점을 최대한 살려서 나와 대결하겠다는 건가, 감히, 이, 나와!
T_A1_001_0283|[ana]훗, 내가 너의 그 솜방망이 주먹에 맞을 줄 알았나, 어림없는 소리!
T_A1_001_0284|[ana]야, 더럽게 침을 흘리면 어떡해, 그것도 내 머리 위에다가, 에잇!
T_A1_001_0285|[ana]싸우다가 딴짓을 하면 어떡해, 마치 내가 비겁한 것처럼 보이잖아, 다시 해!
T_A1_001_0286|[ana]나는 아빠의 재혼 같은 거 인정 안 해, 무슨 수를 써서라도 그 여자한테서 아빠를 찾아 올 거야.
T_A1_001_0287|[ana]왜 우는 거야, 너 진짜 열 받게 굴 거야, 쓸데없는 소리 하면서 여러 사람 힘들게 하지 말고 빨리 나와, 나랑 같이 가게!
T_A1_001_0288|[ana]에잇, 못 들어 주겠네, 날 데리러 와서 누가 아빠 사랑 얘기나 잔뜩 하래?
T_A1_001_0289|[ana]내가 왜 사과해야 하는데, 왜 내 편은 안 들어주면서 맨날 저 여자 편만 들어주는 건데!
T_A1_001_0290|[ana]여자애한테 못된 짓을 하려고 들다니, 어느 놈이야 대체!
T_A1_001_0291|[ana]어떡해, 집이 이렇게 지저분한데 청소도 제대로 안 해 놨는데, 집에 손님을 초대하려면 미리 얘기를 해야 할 거 아냐?
T_A1_001_0292|[ana]너란 애는 엄마에게 왜 맨날 수치심만 주니 일부러 그런 거 아니냐고!
T_A1_001_0293|[ana]맙소사, 그럼 처음부터 우릴 이용할 계획이었던 거란 말야?
T_A1_001_0294|[ana]얼씨구, 아주 손님을 들이받을 기세네, 해치워 버려, 니아!
T_A1_001_0295|[ana]이 시간부터 너희 녀석들 모두 물고기밥이 되게 해 주겠다, 다 덤벼!
T_A1_001_0296|[ana]잠깐만요, 당신 몫의 음식이 훨씬 많잖아, 내 몫에 비해서 세 배는 돼 보이는데?
T_A1_001_0297|[ana]여기요 여기 사람이 있어요, 이쪽을 좀 보라고 제발 좀 봐라, 봐!
T_A1_001_0298|[ana]죽지 마, 뭐든 자기 맘대로 하더니 죽는 것도 자기 맘대로 하는 거야, 내 앞에서 절대 죽지 말란 말야!
T_A1_001_0299|[ana]하하하 바보 같은 자식, 밥 한번 얻어먹었다고 자신의 목숨까지 버려서 은혜를 갚는다는 거냐, 멍청하긴!
T_A1_001_0300|[ana]죽지 마라, 어떻게든 버텨라, 저 녀석을 내가 날려 버리고 올 테니까 그때까지 버텨!
T_A1_001_0301|[ana]그런 사실은 좀 더 빨리 말해 줬어야지, 이 망할 놈의 영감탱이야!
T_A1_001_0302|[ana]친구, 웃기지 말아줘, 형편없이 너저분한 뜨내기 주제에!
T_A1_001_0303|[ana]지금은 타이밍이 안 좋아, 데려와 봤자 우리에게 짐만 될 뿐이라고 몇 번을 말해!
T_A1_001_0304|[ana]도대체 뭐하는 거야, 나는 너와 니아를 도와주려고 왔는데 갑자기 그걸 삼켜버리면 어떡해?
T_A1_001_0305|[ana]누구에게나 단점 한두 가지는 있어, 그것만 빼면 그 녀석들도 좋은 녀석들이라고.
T_A1_001_0306|[ana]나도 너와 함께 싸울 테니까, 이 손을 놔, 사정이 있어 말할 수 없더라도 난 무조건 네 편이란 말야.
T_A1_001_0307|[ana]분명 난 모두를 속였어, 하지만 모든 게 거짓말이었다 생각하지는 말아줘.
